id,title,x,y,z,heading,source_resource,source_file,source_line,detected_as
"all_npc_0099","Guard NPC — Robberies #21","889.794434","-2136.092285","31.230309","303.142517","Robberies","altf4-robberies/config.lua","348","Guard"
"all_npc_0100","Guard NPC — Robberies #22","889.243225","-2134.140869","31.230309","284.507904","Robberies","altf4-robberies/config.lua","349","Guard"
"all_npc_0101","Guard NPC — Robberies #23","890.530701","-2130.74292","31.230085","201.837952","Robberies","altf4-robberies/config.lua","350","Guard"
"all_npc_0102","Guard NPC — Robberies #24","889.104126","-2132.383301","31.230328","253.381744","Robberies","altf4-robberies/config.lua","351","Guard"
"all_npc_0103","NPC — Robberies #25","3600.14","370.4","29.6","327.53","Robberies","altf4-robberies/humanelabs/client.lua","124","Ped"
"all_npc_0104","NPC — Robberies #26","3604.2","3706.4","29.6","327.53","Robberies","altf4-robberies/humanelabs/client.lua","126","Created Ped"
"all_npc_0105","NPC — Robberies #27","-1144.9","-483.45","49.15","248.4","Robberies","altf4-robberies/humanelabs/client.lua","637","Created Ped"
"all_npc_0106","NPC — Robberies #28","-1146.31","-484.17","49.15","244.2","Robberies","altf4-robberies/humanelabs/client.lua","638","Created Ped"
"all_npc_0107","NPC — Robberies #29","-1145.69","-482.1","49.1","242.6","Robberies","altf4-robberies/humanelabs/client.lua","639","Created Ped"
"all_npc_0108","NPC — Robberies #30","-928.97","-2961.9","13.945","110.22","Robberies","altf4-robberies/humanelabs/config.lua","15","Ped"
"all_npc_0109","NPC — Robberies #31","-928.31","-2962.0","13.945","110.22","Robberies","altf4-robberies/humanelabs/config.lua","17","Ped"
"all_npc_0110","NPC — Robberies #32","-929.49","-2961.4","13.945","200.78","Robberies","altf4-robberies/humanelabs/config.lua","18","Ped"
"all_npc_0111","NPC — Robberies #33","-929.22","-2962.7","13.945","5.42","Robberies","altf4-robberies/humanelabs/config.lua","19","Ped"
"all_npc_0112","NPC — Robberies #34","3524.77","3699.09","19.992","85.22","Robberies","altf4-robberies/humanelabs/config.lua","24","Ped"
"all_npc_0113","NPC — Robberies #35","3540.53","3675.759","19.9944","176.22","Robberies","altf4-robberies/humanelabs/config.lua","25","Ped"
"all_npc_0114","NPC — Robberies #36","3536.98","3663.102","27.123","164.22","Robberies","altf4-robberies/humanelabs/config.lua","26","Ped"
"all_npc_0115","NPC — Robberies #37","3538.283","3663.785","27.123","164.22","Robberies","altf4-robberies/humanelabs/config.lua","27","Ped"
"all_npc_0116","NPC — Robberies #38","3560.043","3671.964","27.123","3.22","Robberies","altf4-robberies/humanelabs/config.lua","28","Ped"
"all_npc_0117","NPC — Robberies #39","3560.96","3681.62","27.123","172.22","Robberies","altf4-robberies/humanelabs/config.lua","29","Ped"
"all_npc_0118","NPC — Robberies #40","3538.41","3647.17","27.1218","80.22","Robberies","altf4-robberies/humanelabs/config.lua","31","Ped"
"all_npc_0119","NPC — Robberies #41","3537.95","3645.37","27.1218","80.22","Robberies","altf4-robberies/humanelabs/config.lua","32","Ped"
"all_npc_0120","NPC — Robberies #42","3548.88","3657.83","27.1218","170.22","Robberies","altf4-robberies/humanelabs/config.lua","33","Ped"
"all_npc_0121","NPC — Robberies #43","3551.43","3657.55","27.1218","170.22","Robberies","altf4-robberies/humanelabs/config.lua","34","Ped"
"all_npc_0122","NPC — Robberies #44","3566.14","3697.27","27.1214","170.22","Robberies","altf4-robberies/humanelabs/config.lua","35","Ped"
"all_npc_0123","NPC — Robberies #45","3568.48","3696.83","27.1218","170.22","Robberies","altf4-robberies/humanelabs/config.lua","36","Ped"
"all_npc_0124","NPC — Robberies #46","3596.26","3689.52","27.8214","145.22","Robberies","altf4-robberies/humanelabs/config.lua","37","Ped"
"all_npc_0125","NPC — Robberies #47","3597.68","3688.54","27.8217","145.22","Robberies","altf4-robberies/humanelabs/config.lua","38","Ped"
"all_npc_0126","NPC — Robberies #48","3590.64","3710.48","28.6894","170.22","Robberies","altf4-robberies/humanelabs/config.lua","39","Ped"
"all_npc_0127","NPC — Robberies #49","3592.83","3710.43","28.6894","170.22","Robberies","altf4-robberies/humanelabs/config.lua","40","Ped"
"all_npc_0128","NPC — Robberies #50","3611.02","3722.03","28.6894","150.22","Robberies","altf4-robberies/humanelabs/config.lua","41","Ped"
"all_npc_0129","NPC — Robberies #51","3613.17","3720.74","28.6894","150.22","Robberies","altf4-robberies/humanelabs/config.lua","42","Ped"
"all_npc_0130","NPC — Robberies #52","3620.45","3743.62","27.69","150.22","Robberies","altf4-robberies/humanelabs/config.lua","43","Ped"
"all_npc_0131","NPC — Robberies #53","3626.3","3736.96","27.69","50.22","Robberies","altf4-robberies/humanelabs/config.lua","44","Ped"
"all_npc_0132","NPC — Robberies #54","3609.05","3740.89","27.69","240.22","Robberies","altf4-robberies/humanelabs/config.lua","45","Ped"
"all_npc_0133","NPC — Robberies #55","3611.1","3744.44","27.69","240.22","Robberies","altf4-robberies/humanelabs/config.lua","46","Ped"
"all_npc_0134","NPC — Robberies #56","3532.24","3650.7","27.5","240.22","Robberies","altf4-robberies/humanelabs/config.lua","48","Ped"
"all_npc_0135","NPC — Robberies #57","3539.1","3642.4","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","49","Ped"
"all_npc_0136","NPC — Robberies #58","3546.6","3641.1","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","50","Ped"
"all_npc_0137","NPC — Robberies #59","3548.7","3641.1","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","51","Ped"
"all_npc_0138","NPC — Robberies #60","3547.4","3642.5","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","52","Ped"
"all_npc_0139","NPC — Robberies #61","3543.8","3646.5","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","53","Ped"
"all_npc_0140","NPC — Robberies #62","3549.5","3655.5","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","54","Ped"
"all_npc_0141","NPC — Robberies #63","3553.4","3660.5","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","55","Ped"
"all_npc_0142","NPC — Robberies #64","3556.9","3663.1","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","56","Ped"
"all_npc_0143","NPC — Robberies #65","3559.8","3664.8","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","57","Ped"
"all_npc_0144","NPC — Robberies #66","3561.8","3665.0","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","58","Ped"
"all_npc_0145","NPC — Robberies #67","3561.0","3666.4","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","59","Ped"
"all_npc_0146","NPC — Robberies #68","3554.4","3677.2","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","60","Ped"
"all_npc_0147","NPC — Robberies #69","3558.3","3678.0","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","61","Ped"
"all_npc_0148","NPC — Robberies #70","3563.3","3678.3","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","62","Ped"
"all_npc_0149","NPC — Robberies #71","3567.0","3681.3","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","63","Ped"
"all_npc_0150","NPC — Robberies #72","3567.3","3699.6","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","64","Ped"
"all_npc_0151","NPC — Robberies #73","3563.4","3694.0","28.7","240.22","Robberies","altf4-robberies/humanelabs/config.lua","65","Ped"
"all_npc_0152","NPC — Robberies #74","3568.7","3691.4","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","66","Ped"
"all_npc_0153","NPC — Robberies #75","3561.7","3688.0","28.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","67","Ped"
"all_npc_0154","NPC — Robberies #76","3576.2","3690.3","27.1","240.22","Robberies","altf4-robberies/humanelabs/config.lua","68","Ped"
"all_npc_0155","NPC — Robberies #77","3584.2","3684.3","27.62","240.22","Robberies","altf4-robberies/humanelabs/config.lua","69","Ped"
"all_npc_0156","NPC — Robberies #78","3597.5","3729.2","29.6","240.22","Robberies","altf4-robberies/humanelabs/config.lua","70","Ped"
"all_npc_0157","NPC — Robberies #79","3603.3","3709.8","29.6","240.22","Robberies","altf4-robberies/humanelabs/config.lua","71","Ped"
"all_npc_0158","NPC — Robberies #80","3612.1","3716.3","29.6","240.22","Robberies","altf4-robberies/humanelabs/config.lua","72","Ped"
"all_npc_0159","NPC — Robberies #81","3606.5","3717.7","29.6","240.22","Robberies","altf4-robberies/humanelabs/config.lua","73","Ped"
"all_npc_0160","NPC — Robberies #82","3618.0","3721.27","29.69","240.22","Robberies","altf4-robberies/humanelabs/config.lua","74","Ped"
"all_npc_0161","NPC — Robberies #83","3609.3","3728.7","29.6","240.22","Robberies","altf4-robberies/humanelabs/config.lua","75","Ped"
"all_npc_0162","NPC — Robberies #84","-181.77","-2128.6","22.8283","245.22","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","28","Ped"
"all_npc_0163","NPC — Robberies #85","-181.77","-2128.6","21.8283","245.22","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","30","Ped"
"all_npc_0164","NPC — Robberies #86","-181.38","-2129.6","21.8283","332.78","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","31","Ped"
"all_npc_0165","NPC — Robberies #87","-180.94","-2128.3","21.8283","156.42","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","32","Ped"
"all_npc_0166","Guard NPC — Robberies #88","-748.22","-2592.2","12.8282","","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","36","Guard"
"all_npc_0167","NPC — Robberies #89","-107.85","-2692.2","5.01078","270.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","66","Npc"
"all_npc_0168","NPC — Robberies #90","-112.35","-2712.0","5.00681","180.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","76","Npc"
"all_npc_0169","NPC — Robberies #91","-112.35","-2706.0","5.00681","180.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","77","Npc"
"all_npc_0170","NPC — Robberies #92","-112.35","-2690.0","5.00681","180.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","78","Npc"
"all_npc_0171","NPC — Robberies #93","-116.35","-2712.0","5.00681","180.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","79","Npc"
"all_npc_0172","NPC — Robberies #94","-116.35","-2706.0","5.00681","180.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","80","Npc"
"all_npc_0173","NPC — Robberies #95","-116.35","-2690.0","5.00681","180.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","81","Npc"
"all_npc_0174","NPC — Robberies #96","-120.35","-2712.0","5.00681","180.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","82","Npc"
"all_npc_0175","NPC — Robberies #97","-120.35","-2706.0","5.00681","180.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","83","Npc"
"all_npc_0176","Guard NPC — Robberies #98","-129.83","-2704.0","5.00634","90.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","87","Guard"
"all_npc_0177","Guard NPC — Robberies #99","-129.83","-2700.0","5.00634","90.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","88","Guard"
"all_npc_0178","Guard NPC — Robberies #100","-129.83","-2696.8","5.00634","90.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","89","Guard"
"all_npc_0179","Guard NPC — Robberies #101","-129.83","-2692.8","5.00634","90.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","90","Guard"
"all_npc_0180","Guard NPC — Robberies #102","-129.83","-2683.4","5.00634","90.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","91","Guard"
"all_npc_0181","Guard NPC — Robberies #103","-129.83","-2678.4","5.00634","90.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","92","Guard"
"all_npc_0182","Guard NPC — Robberies #104","-129.83","-2711.4","5.00634","90.0","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","93","Guard"
"all_npc_0183","Guard NPC — Robberies #105","-125.77","-2646.4","6.01062","270.87","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","97","Guard"
"all_npc_0184","Guard NPC — Robberies #106","-114.16","-2645.7","6.01062","177.93","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","98","Guard"
"all_npc_0185","Guard NPC — Robberies #107","-115.37","-2665.1","6.01062","354.93","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","99","Guard"
"all_npc_0186","Guard NPC — Robberies #108","-125.33","-2667.6","6.01062","177.88","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","100","Guard"
"all_npc_0187","Guard NPC — Robberies #109","-124.23","-2685.0","6.01062","268.28","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","101","Guard"
"all_npc_0188","Guard NPC — Robberies #110","-108.94","-2685.3","6.01062","268.3","Robberies","altf4-robberies/rainmad/heists/artifact/config.lua","102","Guard"
